event_id,xls,label,group_x,group_desc,abs_start,abs_end,duration,peak,rms,mean,std,lin_peak,lin_rms,baseline_mean,baseline_rms,snr_db,dominant_freq,pwr_0_5hz,pwr_5_15hz,pwr_15_30hz,pwr_30plus,group_y,audio_peak,audio_rms,audio_baseline_rms,audio_snr_db,audio_dom_hz,audio_pwr_low_20_200,audio_pwr_mid_200_2k,audio_pwr_high_2k_8k
ev01,g (1).xls,过车,service_desk,服务台,20:06:50,20:06:59,8.850315089999981,0.1100272768074587,0.0437924666176243,0.0398603170760778,0.0181365723070893,0.1100272768074587,0.0437924666176243,0.0306334462237514,0.0341159563710558,2.1688371448506176,46.2194140625,3.420644149844754e-05,5.744263342885445e-05,8.716787146266925e-05,0.0001626768371038,服务台,0.31939697265625,0.027937229722738266,0.016982320696115494,4.323726020950333,234.375,0.0001438111141283116,0.0005500469614644343,6.0711680675840096e-05
ev02,g (3).xls,过车,service_desk,服务台,20:15:15,20:15:21,5.802973276000001,0.1150031605214773,0.045894654033865,0.0414113284308396,0.0197843662137885,0.1150031605214773,0.045894654033865,0.0310009438703096,0.0341921971108702,2.556701838677959,42.3354296875,7.402303007099987e-05,5.759883973044087e-05,9.90815179229262e-05,0.0001610885444858,服务台,0.470184326171875,0.028279047459363937,0.006231918465346098,13.13686028213047,968.75,0.00013466361226122103,0.0005265464979864465,0.00012071569008764368
ev03,g (4).xls,过车,service_desk,服务台,20:18:28,20:18:37,8.850257407,0.1259901015787579,0.0470514377566021,0.0430575002823617,0.0189707528685032,0.1259901015787579,0.0470514377566021,0.0301328853099268,0.0328368783315954,3.124220699113155,33.7906640625,5.31758131427047e-05,6.112090394235804e-05,8.075606129760425e-05,0.0001537712510105,服务台,0.135101318359375,0.02393890731036663,0.00608151825144887,11.901846174554391,156.25,0.00019087321434518856,0.00033334158916487056,2.8622941774560096e-05
ev04,g (5).xls,过车,service_desk,服务台,20:22:00,20:22:07,7.190858743999996,0.1299073940999666,0.0460464850011584,0.0412009006770943,0.0205612393682413,0.1299073940999666,0.0460464850011584,0.030450554602013,0.033556008839941,2.7485236682675374,0.3883984375,4.517154694661863e-05,6.759896803772593e-05,0.0001131906207083,0.0001579602727464,服务台,0.124237060546875,0.020178286358714104,0.00743344658985734,8.673881113610562,156.25,0.00014012899129944856,0.00023538757686764056,1.8294344713654185e-05
ev05,g (6).xls,过车,service_desk,服务台,20:26:27,20:26:38,11.46517930600001,0.1949197737586741,0.0542212459275287,0.0471103613143592,0.0268431996372279,0.1949197737586741,0.0542212459275287,0.0293794342109996,0.0319446484382278,4.595427597933555,34.1790625,0.0001614876125286,7.381896491733305e-05,9.83529498040565e-05,0.000265556516861,服务台,0.13031005859375,0.01812881976366043,0.005147429183125496,10.935583016251089,125.0,0.0001757613217190368,0.0001140254123760398,2.1574137034523818e-05
ev06,g (7).xls,过车,service_desk,服务台,20:28:46,20:28:53,7.060138242000008,0.2604161065907105,0.049127930505156,0.0423036012147645,0.0249791689209552,0.2604161065907105,0.049127930505156,0.0317145237979931,0.0361071592281248,2.6747029775434035,0.3883984375,0.0001480752112246,0.0001648274092462,0.0001567403893688,0.0001961318007078,服务台,0.1810302734375,0.021589750424027443,0.008363867178559303,8.236809890275063,156.25,0.00013033577173082733,0.0002739028835407886,4.382043478561937e-05
ev07,g (8).xls,过车,service_desk,服务台,20:38:43,20:38:52,8.015739087,0.1122928458906919,0.0489222171515195,0.0442928487003383,0.0207732251956543,0.1122928458906919,0.0489222171515195,0.0335286039422606,0.0375686610132102,2.293608287630344,42.3354296875,3.8620632211359815e-05,7.296970156556706e-05,0.0001134585135467,0.0001863167443309,服务台,0.322296142578125,0.05145388841629028,0.0819372907280922,-4.0412679893100645,203.125,0.000278137336939821,0.0018321999140091805,0.0002981361513013092
ev09,g (12).xls,过车,ground_floor,地面(正后方),21:20:08,21:20:18,10.579790772000024,0.093552950666068,0.0368373334566286,0.0334471340661629,0.0154362676497582,0.093552950666068,0.0368373334566286,0.0300464648919513,0.032124364130997,1.1890729077523283,40.781835937500006,2.1427971434739483e-05,3.84567305863959e-05,7.092348893211449e-05,0.0001059435130581,地面(正后方),0.103912353515625,0.01953834854066372,0.006662963889539242,9.344407860937656,140.625,0.0002405890482393147,0.00010962834932556897,1.5338574669838782e-05
ev10,g (13).xls,过车,ground_floor,地面(正后方),21:21:12,21:21:24,11.293811831999996,0.1040976500862285,0.0384537649199887,0.0348370446674489,0.0162810428216353,0.1040976500862285,0.0384537649199887,0.0332290389876043,0.0373561335691646,0.2515389483359438,22.915507812500003,1.841019303188764e-05,4.115136319450768e-05,8.088381725360331e-05,0.000119112624519,地面(正后方),0.13671875,0.023955127224326134,0.007706851698458195,9.850429593936557,156.25,0.0002765309556895801,0.00025257728909419686,1.5940760684542143e-05
